"user_id";"sex_type";"occupation";"education";"marriage";"person_type"
62791;1;2;2;1;2
62792;1;2;3;2;1
62793;1;2;3;2;1
62794;1;2;2;3;1
62795;1;2;3;2;2
62796;1;2;2;3;1
62797;2;4;4;3;1
62798;2;4;3;2;1
62799;2;4;4;3;2
62800;2;2;4;1;2
62801;1;4;4;3;2
62802;1;2;3;1;1
62803;1;2;4;1;4
62804;1;2;3;3;2
62805;2;2;3;2;4
62806;1;3;4;3;4
62807;2;2;3;1;1
62808;1;2;3;1;4
62809;2;2;3;1;1
62810;1;2;2;1;1
62811;1;2;2;1;2
62812;1;2;4;3;4
62813;1;2;4;3;1
62814;1;2;3;3;2
62815;1;2;4;1;1
62816;1;3;4;1;2
62817;1;2;4;1;2
62818;1;2;3;1;1
62819;0;2;4;1;4
62820;1;4;4;1;1
62821;1;2;4;1;4
62822;1;2;1;1;3
62823;1;2;4;1;1
62824;1;2;3;2;4
62825;1;2;4;1;2
62826;1;4;3;3;2
62827;1;2;2;3;4
62828;1;2;4;1;4
62829;2;3;4;3;1
62830;1;2;4;3;2
62831;1;2;3;1;2
62832;1;4;4;3;2
62833;1;2;3;2;1
62834;1;2;2;3;2
62835;1;2;3;2;4
62836;1;2;4;2;2
62837;1;2;2;1;4
62838;1;2;2;1;4
62839;2;2;4;3;1
62840;2;2;2;3;3
62841;1;2;2;3;3
62842;1;2;3;1;2
62843;1;2;4;3;2
62844;1;2;3;1;1
62845;1;2;4;1;4
62846;1;2;3;3;1
62847;1;2;4;1;3
62848;1;4;4;1;2
62849;2;2;3;2;1
62850;1;2;4;1;3
62851;1;2;2;3;1
62852;2;2;3;3;2
62853;2;2;3;1;1
62854;1;2;3;1;2
62855;1;2;4;1;1
62856;1;2;3;1;1
62857;2;2;2;1;1
62858;1;3;3;3;1
62859;2;3;3;3;2
62860;1;2;3;3;3
62861;1;2;4;3;1
62862;2;2;4;1;2
62863;1;2;4;3;4
62864;2;2;3;1;4
62865;1;2;4;3;4
62866;1;3;3;3;1
62867;1;2;3;3;1
62868;1;2;2;1;1
62869;1;4;2;1;2
62870;1;2;4;2;1
62871;1;2;4;3;2
62872;1;2;3;1;4
62873;1;4;4;3;2
62874;1;2;4;1;2
62875;1;2;2;2;1
62876;1;3;2;1;4
62877;1;2;3;3;2
62878;1;2;4;3;2
62879;1;3;4;3;2
62880;1;2;3;3;1
62881;2;2;3;3;1
62882;1;2;4;3;4
62883;1;2;2;3;4
62884;1;2;3;1;4
62885;1;2;4;3;3
62886;1;4;3;3;3
62887;2;2;3;1;4
62888;2;2;2;1;1
62889;2;4;3;1;1
62890;1;2;3;2;3
62891;1;2;4;1;4
62892;1;2;4;3;2
62893;1;4;3;2;1
62894;1;2;3;1;1
62895;2;4;3;1;1
62896;1;2;3;3;1
62897;1;2;4;1;4
62898;1;2;4;3;4
62899;1;2;3;3;1
62900;2;3;2;1;3
62901;1;2;4;1;2
62902;1;2;4;2;1
62903;2;2;4;2;2
62904;1;4;2;1;2
62905;1;2;3;3;3
62906;1;2;3;1;1
62907;1;2;4;1;1
62908;1;2;3;3;1
62909;1;2;4;3;1
62910;2;4;4;2;4
62911;1;2;4;2;4
62912;1;2;2;3;1
62913;2;2;3;2;2
62914;1;4;4;3;3
62915;2;2;4;1;2
62916;1;2;4;1;2
62917;1;2;4;3;1
62918;1;2;4;1;4
62919;1;2;4;1;4
62920;1;2;3;3;2
62921;1;2;4;3;4
62922;2;2;4;3;3
62923;1;2;4;3;2
62924;1;2;4;3;4
62925;1;2;3;1;4
62926;1;2;4;3;3
62927;1;3;3;3;1
62928;2;4;3;1;3
62929;1;0;0;0;0
62930;1;2;4;1;2
62931;1;2;4;2;2
62932;1;2;4;1;4
62933;1;2;3;1;2
62934;1;4;3;1;1
62935;2;2;3;3;1
62936;1;2;4;3;1
62937;1;2;4;1;4
62938;2;2;3;3;1
62939;1;2;4;3;4
62940;1;2;3;4;1
62941;2;2;4;3;4
62942;1;3;4;3;2
62943;0;2;4;1;1
62944;1;2;3;3;1
62945;1;2;3;4;1
62946;1;2;3;3;2
62947;1;2;4;1;4
62948;1;2;4;3;2
62949;0;0;0;0;0
62950;2;2;3;3;1
62951;1;2;3;3;1
62952;1;4;3;2;2
62953;2;2;2;4;1
62954;2;2;3;1;4
62955;0;2;3;1;2
62956;1;3;3;1;4
62957;1;2;4;3;2
62958;1;4;4;1;2
62959;2;2;4;1;2
62960;2;3;4;3;4
62961;1;4;4;1;4
62962;1;2;4;1;4
62963;1;2;4;1;4
62964;1;3;4;3;2
62965;1;2;4;1;2
62966;2;2;3;2;2
62967;2;3;3;2;3
62968;1;2;4;3;2
62969;1;4;3;1;4
62970;2;2;2;1;4
62971;0;2;4;3;2
62972;2;2;3;3;1
62973;0;2;4;4;1
62974;1;3;3;3;3
62975;1;2;4;1;1
62976;1;2;3;2;1
62977;2;2;4;1;1
62978;1;0;0;0;0
62979;1;2;3;1;1
62980;1;2;3;3;4
62981;2;2;3;1;2
62982;1;2;3;3;4
62983;2;2;4;4;4
62984;1;2;3;1;1
62985;1;2;3;1;3
62986;2;2;4;1;4
62987;2;2;4;2;1
62988;1;2;4;1;1
62989;1;2;4;3;2
62990;1;2;4;3;4
62991;1;2;4;1;1
62992;1;2;2;3;4
62993;1;4;4;1;1
62994;1;4;4;1;4
62995;1;2;3;1;4
62996;1;4;4;2;2
62997;1;2;3;1;3
62998;1;2;4;3;2
62999;1;2;2;3;2
63000;1;2;4;1;4
63001;2;2;4;4;2
63002;1;2;3;1;1
63003;1;2;4;3;4
63004;1;2;3;3;2
63005;1;2;3;1;2
63006;1;2;3;1;4
63007;1;2;2;1;3
63008;2;4;4;3;1
63009;1;2;3;1;2
63010;1;4;4;3;2
63011;2;3;4;3;3
63012;1;2;4;1;2
63013;2;2;3;1;4
63014;1;2;4;1;1
63015;1;2;4;3;1
63016;1;2;4;1;2
63017;1;2;4;1;2
63018;1;2;4;3;4
63019;2;2;4;2;1
63020;0;2;4;4;4
63021;1;3;4;2;1
63022;1;3;3;1;1
63023;1;2;4;1;4
63024;1;2;4;1;2
63025;1;2;3;1;3
63026;1;2;3;1;1
63027;1;2;4;1;1
63028;1;2;4;1;4
63029;1;4;3;1;2
63030;2;2;2;1;4
63031;1;2;2;2;1
63032;1;2;2;3;1
63033;1;2;4;1;4
63034;1;2;4;1;4
63035;1;2;4;3;2
63036;1;2;4;1;2
63037;0;0;0;0;0
63038;1;2;3;2;3
63039;1;2;4;1;2
63040;1;4;3;1;1
63041;1;2;3;3;2
63042;1;2;4;1;4
63043;1;2;3;2;4
63044;1;2;3;1;2
63045;1;4;2;2;1
63046;1;3;4;3;1
63047;1;2;4;1;3
63048;1;2;3;3;2
63049;1;2;3;1;2
63050;2;2;4;1;1
63051;1;2;3;2;1
63052;1;2;4;1;1
63053;1;4;4;1;4
63054;1;2;3;2;4
63055;1;2;3;1;4
63056;1;2;3;2;2
63057;1;2;4;1;4
63058;1;2;3;1;2
63059;1;3;3;2;1
63060;0;4;4;3;2
63061;1;2;3;1;1
63062;1;2;4;1;2
63063;2;2;3;1;2
63064;1;2;3;1;2
63065;1;2;3;1;4
63066;1;4;4;1;2
63067;2;2;3;3;1
63068;1;2;2;1;2
63069;1;2;4;1;2
63070;1;2;4;1;4
63071;1;2;3;3;1
63072;1;3;4;3;2
63073;1;2;4;3;2
63074;1;2;2;3;1
63075;1;3;4;3;2
63076;1;2;3;1;4
63077;1;4;4;1;2
63078;1;2;3;1;4
63079;1;4;3;1;1
63080;1;2;3;1;2
63081;1;2;3;1;4
63082;1;2;2;1;4
63083;2;2;4;1;4
63084;1;3;2;1;2
63085;1;2;2;3;1
63086;1;2;2;3;1
63087;1;2;3;1;2
63088;1;2;3;1;3
63089;1;2;3;3;2
63090;1;2;4;1;2
63091;1;2;3;2;1
63092;2;2;3;4;1
63093;1;2;4;3;4
63094;1;3;4;1;2
63095;2;4;4;3;4
63096;1;2;3;3;4
63097;1;2;3;3;1
63098;1;4;3;1;2
63099;1;2;3;1;4
63100;1;2;3;1;2
63101;2;2;3;1;1
63102;2;4;4;3;1
63103;1;2;3;3;1
63104;2;2;4;2;4
63105;1;2;2;3;1
63106;1;2;3;3;1
63107;1;2;4;1;2
63108;1;3;4;3;2
63109;1;4;4;4;3
63110;1;2;3;3;1
63111;2;2;4;3;1
63112;2;2;3;3;1
63113;2;2;3;2;2
63114;1;3;3;4;3
63115;1;4;3;3;4
63116;1;2;4;3;2
63117;2;4;3;3;2
63118;1;4;4;3;1
63119;0;2;3;3;4
63120;1;2;3;2;4
63121;1;2;2;3;3
63122;2;4;3;2;2
63123;1;2;2;1;4
63124;1;2;3;1;3
63125;1;3;2;3;2
63126;2;2;3;3;1
63127;1;4;3;1;4
63128;1;2;2;1;2
63129;1;2;4;1;4
63130;1;2;3;3;4
63131;1;2;2;1;1
63132;1;4;3;1;2
63133;1;4;4;3;3
63134;1;2;4;1;2
63135;1;2;4;3;4
63136;1;2;3;1;1
63137;0;2;2;1;2
63138;1;2;3;1;4
63139;1;2;2;1;1
63140;1;2;4;3;2
63141;1;2;2;1;3
63142;1;2;2;3;2
63143;1;2;4;3;2
63144;2;3;4;2;1
63145;1;2;4;3;1
63146;0;4;4;5;1
63147;2;2;3;3;1
63148;1;4;2;3;3
63149;2;2;3;4;1
63150;1;2;3;3;3
63151;1;4;4;1;2
63152;2;2;2;2;3
63153;1;2;4;5;2
63154;2;2;4;3;1
63155;1;2;4;1;1
63156;2;2;4;3;3
63157;1;2;3;3;1
63158;1;3;4;1;4
63159;1;0;0;0;0
63160;1;2;4;3;4
63161;1;2;4;1;2
63162;1;2;3;3;3
63163;2;2;3;1;4
63164;1;2;2;2;1
63165;1;2;4;3;4
63166;0;2;3;3;4
63167;1;2;3;4;1
63168;2;2;3;3;1
63169;1;2;2;1;1
63170;1;2;4;3;4
63171;1;2;3;3;1
63172;2;2;3;1;4
63173;1;2;3;4;4
63174;1;2;3;3;4
63175;1;4;3;1;2
63176;1;2;4;1;4
63177;1;2;3;1;1
63178;1;2;4;1;3
63179;2;2;2;1;3
63180;2;2;4;3;4
63181;1;2;4;3;1
63182;1;2;4;3;4
63183;1;2;3;1;2
63184;2;2;3;1;4
63185;1;2;3;3;1
63186;1;2;3;3;1
63187;2;2;4;3;1
63188;1;2;3;1;1
63189;1;2;4;1;2
63190;1;2;3;1;1
63191;1;2;2;3;2
63192;2;3;3;3;2
63193;2;2;4;3;3
63194;1;4;3;2;1
63195;1;2;3;1;2
63196;0;2;4;1;4
63197;1;3;3;1;1
63198;0;0;0;0;0
63199;1;2;3;3;1
63200;2;2;4;1;4
63201;1;2;3;2;3
63202;1;2;3;3;1
63203;1;2;2;1;1
63204;1;2;3;1;1
63205;1;2;4;3;1
63206;1;2;3;3;2
63207;2;2;4;1;4
63208;2;2;2;1;1
63209;1;2;4;3;4
63210;1;3;4;3;2
63211;2;2;2;1;1
63212;1;2;2;2;2
63213;2;2;3;1;1
63214;1;2;3;1;2
63215;2;2;3;1;4
63216;1;2;2;1;3
63217;1;4;3;4;1
63218;0;3;3;3;4
63219;2;2;4;3;3
63220;1;2;4;1;4
63221;1;4;4;3;1
63222;2;2;4;1;3
63223;1;3;4;1;2
63224;2;0;0;0;0
63225;2;3;4;3;2
63226;1;2;3;3;1
63227;1;2;3;2;1
63228;1;3;2;3;4
63229;1;2;3;3;1
63230;1;3;4;3;3
63231;1;2;2;2;1
63232;0;2;3;1;1
63233;1;2;4;1;3
63234;1;2;3;1;1
63235;2;2;2;3;3
63236;2;4;3;3;2
63237;1;4;4;1;4
63238;1;2;3;3;3
63239;1;2;2;1;4
63240;1;2;4;1;4
63241;1;3;3;2;1
63242;2;2;2;3;1
63243;2;2;3;1;3
63244;1;2;2;1;4
63245;2;2;3;3;1
63246;1;4;2;1;1
63247;1;2;3;3;2
63248;1;2;4;3;2
63249;1;3;3;3;1
63250;2;2;2;1;1
63251;1;2;3;3;2
63252;1;2;3;3;1
63253;1;2;3;3;4
63254;2;4;4;2;2
63255;1;2;3;1;4
63256;1;3;4;2;4
63257;1;2;3;3;2
63258;2;4;2;3;2
63259;1;4;4;3;2
63260;2;4;2;1;3
63261;2;2;3;3;1
63262;1;2;2;1;4
63263;1;2;2;1;3
63264;1;4;4;1;4
63265;2;2;4;4;4
63266;1;2;4;1;2
63267;1;2;2;1;3
63268;0;2;4;3;1
63269;1;2;3;1;4
63270;1;3;2;1;2
63271;2;2;4;3;4
63272;1;3;4;3;2
63273;1;2;4;1;4
63274;1;2;3;1;4
63275;1;2;3;1;3
63276;2;2;4;1;4
63277;1;4;4;2;2
63278;1;3;4;1;2
63279;2;3;4;3;2
63280;1;2;2;1;2
63281;0;2;4;3;2
63282;1;3;3;3;2
63283;1;4;4;1;1
63284;2;2;3;1;2
63285;2;2;4;4;2
63286;0;2;4;1;4
63287;0;2;2;3;2
63288;1;2;2;1;2
63289;2;3;3;3;1
63290;1;2;4;3;4
63291;1;3;3;3;2
63292;2;2;4;1;4
63293;1;2;2;1;4
63294;2;2;3;3;3
63295;1;2;3;2;2
63296;1;2;3;1;4
63297;2;2;3;3;2
63298;1;2;3;1;1
63299;1;2;4;3;1
63300;0;4;1;3;1
63301;1;2;3;3;1
63302;1;3;3;3;2
63303;1;2;4;1;3
63304;1;2;4;1;3
63305;1;2;4;1;2
63306;1;2;2;1;1
63307;1;2;3;1;4
63308;1;4;4;3;3
63309;1;2;3;3;2
63310;1;2;4;1;4
63311;1;4;2;1;4
63312;1;2;2;1;3
63313;1;2;4;1;2
63314;2;2;3;3;3
63315;2;2;3;2;3
63316;1;2;3;1;3
63317;1;4;4;1;1
63318;1;3;3;3;1
63319;1;2;3;1;4
63320;1;2;2;1;1
63321;1;3;4;2;2
63322;1;2;4;3;2
63323;2;2;4;1;3
63324;1;2;2;1;1
63325;1;2;4;3;4
63326;2;2;3;3;1
63327;1;2;3;1;3
63328;1;2;3;1;2
63329;1;2;4;1;4
63330;1;3;4;3;2
63331;1;3;4;3;1
63332;1;4;4;1;2
63333;1;2;4;3;2
63334;1;2;3;1;4
63335;2;2;3;1;1
63336;1;2;4;3;4
63337;1;2;3;3;2
63338;1;2;3;3;2
63339;1;2;2;1;3
63340;1;2;3;3;1
63341;1;4;4;2;2
63342;2;2;2;3;1
63343;1;2;3;1;2
63344;1;2;4;3;2
63345;1;3;2;1;2
63346;1;2;1;3;1
63347;1;2;4;3;2
63348;1;2;1;1;4
63349;1;2;2;1;2
63350;0;2;3;3;1
63351;1;2;2;1;3
63352;0;4;4;2;2
63353;1;2;4;3;4
63354;2;2;3;1;1
63355;2;2;4;3;2
63356;1;2;3;2;3
63357;1;2;1;3;1
63358;1;2;4;3;2
63359;1;2;4;3;3
63360;1;3;3;3;2
63361;1;2;4;1;4
63362;1;3;2;3;2
63363;2;2;4;1;4
63364;0;2;3;1;1
63365;2;2;3;3;1
63366;1;2;4;1;2
63367;1;2;4;1;1
63368;1;2;4;3;2
63369;1;2;3;1;4
63370;1;2;3;3;2
63371;2;2;3;1;1
63372;1;2;3;1;4
63373;1;2;4;1;4
63374;1;2;4;3;1
63375;1;2;3;2;1
63376;1;3;4;2;2
63377;1;2;3;3;2
63378;1;2;3;1;1
63379;1;2;4;3;4
63380;1;3;3;1;1
63381;1;2;4;1;4
63382;1;2;4;3;4
63383;1;3;4;3;2
63384;1;3;4;1;2
63385;1;3;2;1;1
63386;1;2;4;1;4
63387;2;4;3;1;2
63388;1;2;2;1;2
63389;1;2;4;5;4
63390;1;4;3;3;2
63391;1;2;4;1;4
63392;1;2;2;1;1
63393;1;2;4;1;2
63394;1;2;3;1;2
63395;1;2;4;1;3
63396;1;2;3;1;4
63397;2;2;3;3;1
63398;1;2;2;3;3
63399;2;2;3;3;2
63400;1;3;4;3;2
63401;1;2;4;1;2
63402;1;2;2;1;1
63403;1;2;3;3;2
63404;1;2;4;3;2
63405;1;2;4;3;4
63406;0;0;0;0;0
63407;1;2;4;3;2
63408;1;2;2;3;1
63409;1;2;3;1;2
63410;2;4;4;3;3
63411;1;2;4;2;3
63412;2;4;3;3;1
63413;1;2;4;1;2
63414;1;2;4;3;3
63415;1;2;2;2;3
63416;2;2;3;1;1
63417;1;2;3;1;3
63418;1;3;4;3;2
63419;2;2;4;2;4
63420;0;2;2;1;2
63421;2;2;3;1;1
63422;1;2;4;1;3
63423;1;4;4;1;1
63424;0;3;4;3;1
63425;1;2;4;2;4
63426;2;4;3;1;1
63427;1;2;4;3;4
63428;1;2;2;1;1
63429;2;2;2;2;1
63430;1;2;3;3;4
63431;1;2;1;2;1
63432;1;2;3;1;3
63433;1;4;3;1;3
63434;1;2;2;2;4
63435;1;3;4;3;1
63436;1;3;4;3;1
63437;2;2;2;1;3
63438;2;3;2;3;1
63439;1;2;4;3;4
63440;1;2;3;1;1
63441;1;2;4;3;4
63442;1;2;3;1;1
63443;1;2;3;3;4
63444;1;2;4;3;2
63445;1;2;3;1;3
63446;2;2;3;1;4
63447;1;4;3;3;2
63448;1;2;3;3;4
63449;2;2;3;3;1
63450;2;2;4;3;4
63451;1;2;2;1;4
63452;2;4;3;3;2
63453;1;2;3;1;1
63454;0;2;4;2;3
63455;1;2;3;3;2
63456;2;2;4;3;2
63457;1;2;4;1;4
63458;1;2;4;2;2
63459;1;2;4;3;1
63460;2;2;4;1;1
63461;1;2;4;3;1
63462;1;3;4;1;2
63463;1;2;4;2;2
63464;2;2;3;3;2
63465;1;2;4;1;4
63466;1;2;2;1;1
63467;1;2;4;3;2
63468;1;2;4;3;2
63469;1;2;2;1;1
63470;1;4;4;1;1
63471;2;2;3;1;3
63472;1;2;4;3;3
63473;1;4;4;1;1
63474;1;3;3;2;1
63475;1;2;4;2;2
63476;1;2;3;1;3
63477;1;2;3;1;2
63478;1;2;4;1;2
63479;1;2;4;1;1
63480;1;2;4;1;1
63481;1;2;3;4;3
63482;1;2;4;3;1
63483;1;2;3;3;2
63484;1;3;4;1;2
63485;1;2;4;1;2
63486;1;2;3;1;1
63487;1;2;3;3;2
63488;2;2;3;1;2
63489;2;2;2;1;3
63490;1;2;4;3;2
63491;1;2;3;2;2
63492;1;2;4;3;4
63493;1;4;3;1;3
63494;2;2;4;1;1
63495;1;2;3;1;1
63496;1;2;2;2;4
63497;1;2;4;1;4
63498;1;2;3;1;4
63499;1;4;3;3;2
63500;1;2;4;3;4
63501;1;2;3;3;4
63502;1;2;4;3;2
63503;2;2;3;2;1
63504;1;3;3;4;2
63505;2;4;4;1;4
63506;2;2;3;2;1
63507;1;3;4;1;1
63508;1;2;4;3;4
63509;1;2;4;3;4
63510;1;4;4;1;2
63511;1;2;3;1;4
63512;1;2;2;3;1
63513;1;2;4;1;2
63514;1;2;4;2;4
63515;1;4;3;1;1
63516;1;2;3;3;2
63517;1;2;4;1;2
63518;1;3;4;1;4
63519;1;2;3;1;2
63520;1;4;4;1;2
63521;1;2;3;1;4
63522;1;3;4;3;2
63523;2;4;3;1;3
63524;2;2;3;3;2
63525;1;4;4;3;4
63526;1;2;3;4;2
63527;1;3;4;3;4
63528;1;2;3;3;2
63529;1;2;4;3;4
63530;1;2;4;3;1
63531;1;3;4;3;1
63532;1;2;3;1;1
63533;1;2;4;3;4
63534;1;2;3;1;3
63535;1;2;3;3;1
63536;1;2;3;1;4
63537;1;4;3;2;1
63538;1;2;3;3;4
63539;1;2;3;1;3
63540;1;2;4;1;2
63541;1;3;3;3;2
63542;1;2;4;3;2
63543;1;2;4;1;1
63544;1;2;2;3;2
63545;1;2;3;1;4
63546;1;2;4;1;3
63547;1;2;2;1;3
63548;1;4;4;1;2
63549;1;2;3;1;1
63550;1;2;3;1;4
63551;1;2;3;3;4
63552;1;2;3;3;4
63553;1;4;3;1;2
63554;1;4;4;1;4
63555;1;4;3;1;4
63556;1;2;3;1;4
63557;1;2;4;1;4
63558;2;4;2;1;1
63559;1;2;3;2;4
63560;1;4;4;3;1
63561;2;2;4;4;1
63562;1;2;2;3;1
63563;1;2;3;1;1
63564;1;3;3;3;1
63565;2;2;3;3;1
63566;1;2;4;1;1
63567;1;2;3;3;1
63568;2;2;4;3;3
63569;1;2;3;3;1
63570;1;2;3;1;2
63571;1;2;3;3;4
63572;1;2;3;3;2
63573;1;3;3;3;2
63574;1;2;4;3;1
63575;1;2;4;3;2
63576;2;3;3;2;2
63577;1;2;4;1;2
63578;2;0;0;0;0
63579;1;2;4;1;4
63580;1;2;3;1;4
63581;2;3;4;1;4
63582;1;2;4;1;4
63583;1;2;3;4;1
63584;0;2;3;1;4
63585;1;2;2;1;4
63586;1;2;3;3;4
63587;1;2;3;1;1
63588;1;2;2;2;2
63589;2;2;3;3;1
63590;1;4;2;3;2
63591;1;2;3;1;1
63592;1;2;4;3;2
63593;2;3;4;1;1
63594;0;2;3;2;4
63595;1;2;2;1;1
63596;1;2;3;1;4
63597;1;4;3;3;2
63598;2;2;3;1;3
63599;1;2;3;1;2
63600;1;2;2;3;4
63601;1;3;4;3;2
63602;1;2;2;2;2
63603;1;2;4;1;1
63604;2;2;4;3;2
63605;0;2;4;1;2
63606;1;4;4;3;4
63607;1;3;4;1;1
63608;1;2;3;1;4
63609;2;3;4;2;2
63610;1;2;4;1;2
63611;1;2;3;3;4
63612;2;2;4;1;4
63613;1;3;3;3;4
63614;1;2;4;3;1
63615;1;2;4;1;4
63616;1;4;3;1;4
63617;1;2;3;2;4
63618;1;2;3;1;4
63619;1;2;2;1;1
63620;1;2;4;3;1
63621;0;0;0;0;0
63622;1;2;3;1;4
63623;1;2;3;1;1
63624;2;2;3;3;1
63625;2;2;3;3;1
63626;1;2;4;3;4
63627;1;3;4;3;3
63628;1;4;3;3;2
63629;1;3;4;3;1
63630;1;2;4;1;1
63631;0;2;4;1;4
63632;1;3;2;3;3
63633;1;4;4;1;2
63634;1;3;3;3;1
63635;1;2;4;1;2
63636;1;2;4;3;4
63637;1;4;4;2;1
63638;1;4;4;1;4
63639;1;2;3;3;2
63640;1;2;3;3;4
63641;1;3;4;3;4
63642;1;2;3;2;2
63643;1;2;3;3;4
63644;1;2;3;1;4
63645;1;4;4;1;2
63646;1;2;2;1;2
63647;1;2;3;1;4
63648;2;0;0;0;0
63649;1;2;2;1;2
63650;1;4;3;1;2
63651;1;2;3;3;4
63652;2;4;4;3;2
63653;1;2;4;1;3
63654;1;2;3;3;4
63655;2;2;3;3;2
63656;2;2;3;4;2
63657;1;2;4;1;4
63658;1;2;3;1;4
63659;1;2;2;3;1
63660;1;2;4;1;4
63661;1;3;3;1;3
63662;1;2;4;1;3
63663;1;2;4;1;2
63664;1;4;4;1;4
63665;1;2;3;2;2
63666;1;2;4;1;4
63667;1;2;4;3;2
63668;1;4;4;3;2
63669;1;4;2;1;1
63670;1;2;3;1;4
63671;1;4;4;1;3
63672;1;4;3;1;1
63673;1;3;4;1;2
63674;1;2;4;3;2
63675;1;4;4;3;4
63676;1;2;3;3;2
63677;1;4;2;1;4
63678;1;2;2;1;4
63679;2;3;4;3;2
63680;1;2;3;3;1
63681;1;4;4;3;3
63682;1;2;4;1;4
63683;1;2;4;2;4
63684;1;4;3;2;2
63685;1;2;4;2;3
63686;1;2;3;1;1
63687;1;2;4;1;1
63688;1;2;4;3;4
63689;1;3;3;3;4
63690;1;4;3;1;4
63691;1;3;4;1;2
63692;2;2;3;1;4
63693;1;2;4;1;4
63694;1;2;4;1;4
63695;2;2;4;1;3
63696;2;2;4;1;2
63697;2;4;3;3;2
63698;1;2;4;1;4
63699;1;2;4;3;1
63700;1;2;3;3;1
63701;1;2;4;3;1
63702;1;2;2;2;4
63703;1;2;3;1;3
63704;1;2;3;1;4
63705;1;2;3;3;2
63706;1;3;4;3;2
63707;1;4;4;3;2
63708;1;2;3;3;4
63709;1;2;4;1;2
63710;2;2;2;1;1
63711;1;2;3;1;2
63712;1;4;4;3;1
63713;2;4;3;1;1
63714;1;2;4;1;4
63715;1;3;3;2;3
63716;1;2;3;1;4
63717;1;2;1;1;1
63718;1;2;3;3;2
63719;1;2;3;1;3
63720;1;4;4;3;1
63721;1;2;4;1;4
63722;1;4;4;1;4
63723;1;2;4;1;2
63724;1;3;4;1;2
63725;2;4;4;1;2
63726;1;2;3;1;1
63727;2;2;4;1;4
63728;1;2;3;1;1
63729;1;2;3;3;2
63730;2;2;3;1;4
63731;2;4;3;1;1
63732;1;2;2;2;1
63733;1;2;4;2;4
63734;1;3;3;3;2
63735;2;2;2;1;3
63736;1;2;3;3;1
63737;1;2;4;2;1
63738;1;2;3;1;2
63739;1;2;4;3;2
63740;1;2;3;3;1
63741;0;2;4;1;4
63742;1;2;4;1;4
63743;2;2;3;3;1
63744;2;2;3;1;1
63745;1;2;2;1;4
63746;1;2;2;3;4
63747;1;1;3;1;4
63748;1;4;3;1;1
63749;1;2;3;1;2
63750;1;2;4;1;4
63751;1;2;3;1;4
63752;1;2;3;3;1
63753;1;2;4;3;2
63754;1;4;3;1;2
63755;2;2;3;1;1
63756;1;2;4;3;2
63757;2;4;3;1;3
63758;1;2;2;1;4
63759;1;4;3;1;1
63760;1;2;4;1;4
63761;1;2;4;1;4
63762;1;2;2;3;1
63763;1;4;3;1;1
63764;1;2;3;3;4
63765;1;2;4;1;2
63766;2;3;4;3;2
63767;1;2;3;3;2
63768;1;3;3;1;4
63769;1;2;4;1;4
63770;2;2;4;1;4
63771;1;3;4;3;2
63772;1;3;2;3;4
63773;2;2;4;3;3
63774;1;2;4;2;4
63775;1;4;4;3;4
63776;1;4;2;3;4
63777;2;2;3;1;3
63778;2;2;4;2;2
63779;1;2;3;1;4
63780;1;2;3;3;4
63781;0;2;4;1;2
63782;1;2;3;1;4
63783;1;4;3;1;1
63784;1;2;4;4;4
63785;1;2;3;3;4
63786;1;4;4;3;2
63787;2;4;4;3;2
63788;1;2;3;1;4
63789;1;4;3;1;3
63790;1;4;2;1;4
63791;1;2;3;3;1
63792;1;2;3;1;3
63793;1;2;3;1;2
63794;1;2;2;3;2
63795;1;2;3;1;3
63796;1;2;4;3;1
63797;2;2;3;3;1
63798;1;2;3;1;4
63799;1;2;4;3;1
63800;1;2;3;1;4
63801;1;2;3;1;4
63802;1;2;2;1;1
63803;1;2;4;3;3
63804;2;4;3;3;1
63805;1;3;4;1;2
63806;2;2;4;1;4
63807;2;3;2;3;2
63808;1;2;4;1;4
63809;1;2;4;1;2
63810;0;0;0;0;0
63811;2;2;4;2;1
63812;2;3;3;1;3
63813;1;2;4;3;1
63814;1;2;3;3;1
63815;1;2;3;1;2
63816;1;3;4;3;2
63817;1;2;3;1;2
63818;1;2;4;3;4
63819;1;2;3;3;4
63820;2;2;3;3;3
63821;1;2;2;1;3
63822;1;2;4;1;2
63823;2;3;3;1;1
63824;1;4;3;4;3
63825;1;2;4;3;1
63826;1;2;3;3;2
63827;1;2;3;1;3
63828;1;2;2;3;3
63829;2;2;4;3;2
63830;1;2;4;1;3
63831;1;4;4;1;4
63832;1;3;3;1;3
63833;2;2;4;3;2
63834;2;2;3;3;1
63835;1;2;3;2;4
63836;1;2;3;1;2
63837;2;4;4;3;2
63838;1;2;2;1;1
63839;1;2;4;4;2
63840;1;4;3;1;4
63841;0;4;4;1;4
63842;1;4;4;3;2
63843;1;4;3;1;1
63844;2;2;3;3;1
63845;1;2;4;3;1
63846;1;2;3;1;2
63847;1;2;4;3;1
63848;1;2;3;3;1
63849;1;2;3;4;3
63850;1;2;3;2;3
63851;1;2;2;1;1
63852;1;4;4;3;2
63853;1;3;4;1;4
63854;1;2;4;1;2
63855;1;4;4;1;1
63856;1;3;4;3;1
63857;2;2;3;3;3
63858;1;4;4;1;4
63859;1;2;3;1;1
63860;2;2;4;4;1
63861;1;2;3;1;4
63862;1;4;4;1;1
63863;1;2;2;3;3
63864;2;2;3;3;1
